skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
"Python, Data Analysis, Excel, SQL, R",High School,12.3,"Business Analyst, Product Manager, Backend Developer",Microsoft Certified,"AWS, Power BI, NLP",QA Engineer,Lead,Retail,0.0,0,0.0
"Azure, Project Management, Machine Learning",Associate's,11.3,Data Engineer,CompTIA,"Statistics, NLP, Power BI",QA Engineer,Senior,Energy,0.0,1,5.9
"Deep Learning, JavaScript, Data Analysis, GCP",Associate's,6.6,"Full Stack Developer, Product Manager, Backend Developer",Cisco Certified,"Excel, Python",Full Stack Developer,Mid,Transportation,0.0,0,0.0
Statistics,PhD,14.1,"Software Engineer, DevOps Engineer, QA Engineer",PMP,Docker,DevOps Engineer,Manager,Manufacturing,0.0,1,4.7
"Kubernetes, Machine Learning, Computer Vision",High School,7.3,Data Scientist,AWS Certified,"R, Excel",Software Engineer,Mid,Energy,0.0,0,0.0
Power BI,PhD,10.8,Product Manager,Microsoft Certified,"Excel, Power BI",Backend Developer,Director,Retail,0.5,1,6.6
SQL,Master's,1.5,"Frontend Developer, Product Manager",CISSP,R,Data Scientist,Senior,Consulting,0.0,0,0.0
"Kubernetes, C++, Project Management, Excel",High School,3.3,Project Manager,None,"Excel, GCP, DevOps",Data Engineer,Lead,Finance,0.3333333333333333,0,0.0
"R, C++, Statistics, GCP, Azure",Master's,6.4,"DevOps Engineer, Business Analyst",PMP,Tableau,Cloud Architect,Junior,Consulting,0.0,1,6.5
Machine Learning,Bachelor's,8.7,"Software Engineer, Cloud Architect, Project Manager",Microsoft Certified,"Data Analysis, Docker",Product Manager,Senior,Government,0.0,0,0.0
"Java, Kubernetes, Computer Vision, GCP",Associate's,12.1,Cloud Architect,AWS Certified,"Kubernetes, NLP, Machine Learning, Python",Business Analyst,Lead,Tech,0.25,1,8.4
Excel,Associate's,3.6,"Full Stack Developer, UX Designer",CompTIA,"Computer Vision, Java",Business Analyst,Manager,Education,0.0,0,0.0
"Java, Data Analysis",PhD,11.6,Data Scientist,AWS Certified,"SQL, Tableau, Excel",Backend Developer,Junior,Healthcare,0.0,1,5.6
"Kubernetes, SQL",Associate's,13.3,"Frontend Developer, Cloud Architect",None,"Power BI, Tableau",Cloud Architect,Mid,Healthcare,0.0,1,5.7
"Statistics, NLP, Project Management, Data Analysis, C++",Master's,12.3,Backend Developer,Google Cloud,JavaScript,Data Engineer,Manager,Government,0.0,0,0.0
Project Management,Associate's,9.3,Data Engineer,Cisco Certified,"Docker, Cloud Computing",QA Engineer,Junior,Government,0.0,1,4.9
"Azure, GCP, Docker, JavaScript",High School,12.1,DevOps Engineer,Cisco Certified,Power BI,DevOps Engineer,Junior,Finance,0.0,0,0.0
Statistics,Bachelor's,13.2,"Project Manager, Business Analyst",None,Azure,Backend Developer,Mid,Consulting,0.0,0,0.0
"Project Management, Statistics, Kubernetes",PhD,8.3,Backend Developer,CISSP,"SQL, Power BI",DevOps Engineer,Director,Transportation,0.0,1,5.3
"Project Management, AWS, JavaScript",PhD,12.2,Machine Learning Engineer,None,"Kubernetes, Statistics, Docker, Tableau",Project Manager,Manager,Education,0.0,1,6.8
"AWS, Docker, Python, Power BI",PhD,6.3,"Data Engineer, Frontend Developer, Project Manager",CompTIA,JavaScript,QA Engineer,Manager,Healthcare,0.0,0,0.0
"DevOps, C++, GCP, R",High School,7.8,"Software Engineer, Frontend Developer, Project Manager",CompTIA,"Statistics, Azure",Backend Developer,Senior,Manufacturing,0.0,0,0.0
"Azure, Python, Java, Tableau",Associate's,0.8,"Product Manager, Project Manager",AWS Certified,"Power BI, Machine Learning, NLP",UX Designer,Manager,Energy,0.0,0,0.0
"Kubernetes, Java, Python, Project Management",High School,13.3,"Project Manager, Machine Learning Engineer",CompTIA,"Tableau, JavaScript",Data Engineer,Director,Consulting,0.0,1,7.7
"Azure, Statistics, Cloud Computing",Master's,2.1,"Frontend Developer, Product Manager, Project Manager",None,"Cloud Computing, GCP, NLP",UX Designer,Senior,Healthcare,0.3333333333333333,0,0.0
"Deep Learning, AWS, Kubernetes",Associate's,4.1,Project Manager,AWS Certified,"Python, Computer Vision",Frontend Developer,Junior,Finance,0.0,0,0.0
"Data Analysis, JavaScript, Excel, R",High School,4.8,Product Manager,Scrum Master,"Excel, JavaScript, Cloud Computing, Deep Learning",Business Analyst,Lead,Education,0.5,0,0.0
"AWS, Project Management, Computer Vision",Master's,1.7,"Business Analyst, Software Engineer",AWS Certified,"SQL, Deep Learning, JavaScript, Azure",Cloud Architect,Manager,Transportation,0.0,0,0.0
"Statistics, Project Management",Master's,13.8,Software Engineer,CISSP,"Excel, Deep Learning, Java",Backend Developer,Junior,Tech,0.0,1,3.8
"C++, Machine Learning, Deep Learning, Statistics, Power BI",High School,14.6,"Project Manager, Product Manager, Data Scientist",CompTIA,"Azure, Kubernetes",DevOps Engineer,Lead,Government,0.0,0,0.0
"AWS, SQL, Computer Vision, GCP",High School,13.0,Cloud Architect,Google Cloud,"GCP, R, Statistics, C++",Backend Developer,Director,Retail,0.25,1,5.4
"Machine Learning, AWS, Data Analysis, Python",Bachelor's,5.2,Frontend Developer,Cisco Certified,"Java, Data Analysis",Product Manager,Lead,Consulting,0.5,1,5.2
"C++, Power BI, NLP, Machine Learning",High School,0.8,Backend Developer,Cisco Certified,DevOps,Machine Learning Engineer,Mid,Consulting,0.0,0,0.0
"Data Analysis, Computer Vision",PhD,2.7,Machine Learning Engineer,PMP,Excel,Machine Learning Engineer,Mid,Transportation,0.0,0,0.0
"Tableau, Docker, C++, Cloud Computing",Associate's,11.6,"Full Stack Developer, Frontend Developer",AWS Certified,"GCP, Kubernetes, Tableau",Frontend Developer,Senior,Government,0.3333333333333333,1,7.6
"Tableau, Computer Vision, Deep Learning, Azure, Java",Master's,4.3,Data Engineer,Cisco Certified,"Kubernetes, Power BI, Java, Machine Learning",DevOps Engineer,Manager,Government,0.25,0,0.0
"Data Analysis, Tableau",PhD,13.4,"Frontend Developer, Product Manager",CompTIA,"Python, Data Analysis, SQL, Computer Vision",Backend Developer,Lead,Consulting,0.25,1,9.5
Excel,PhD,12.5,"Data Engineer, Software Engineer, Project Manager",CompTIA,"Cloud Computing, Power BI, Computer Vision, Project Management",UX Designer,Junior,Retail,0.0,0,0.0
"Statistics, Project Management",Master's,3.6,Data Scientist,Google Cloud,"Deep Learning, JavaScript, Statistics, NLP",Project Manager,Mid,Consulting,0.25,0,0.0
Kubernetes,Associate's,10.4,"Machine Learning Engineer, DevOps Engineer, Data Scientist",AWS Certified,"Python, Statistics, Docker",Backend Developer,Mid,Consulting,0.0,0,0.0
"Statistics, Azure, AWS, Java",Bachelor's,6.6,"Data Engineer, DevOps Engineer",CISSP,"Statistics, Cloud Computing, Docker",Cloud Architect,Mid,Transportation,0.3333333333333333,1,7.1
Kubernetes,Bachelor's,3.2,"QA Engineer, DevOps Engineer",Cisco Certified,Power BI,Frontend Developer,Junior,Retail,0.0,0,0.0
Power BI,PhD,8.9,"Data Scientist, Full Stack Developer, UX Designer",CISSP,"SQL, GCP, Excel",Backend Developer,Lead,Tech,0.0,1,6.9
C++,PhD,12.6,"Machine Learning Engineer, Backend Developer, Data Scientist",AWS Certified,"DevOps, Power BI",Business Analyst,Mid,Tech,0.0,1,5.8
"Java, Azure, Machine Learning, JavaScript, Tableau",High School,13.9,"UX Designer, Full Stack Developer, Software Engineer",Cisco Certified,"Deep Learning, Statistics",Machine Learning Engineer,Junior,Manufacturing,0.0,1,4.8
"Machine Learning, Cloud Computing, Project Management, Azure, Statistics",Bachelor's,0.9,Machine Learning Engineer,Scrum Master,"Deep Learning, Kubernetes, Tableau, Excel",Project Manager,Lead,Energy,0.0,0,0.0
SQL,Bachelor's,6.3,"Full Stack Developer, Software Engineer, UX Designer",Scrum Master,"Project Management, DevOps, Python",Backend Developer,Lead,Consulting,0.0,0,0.0
"JavaScript, Data Analysis, Azure, Computer Vision",Associate's,9.1,Cloud Architect,Microsoft Certified,Excel,Product Manager,Senior,Healthcare,0.0,0,0.0
Statistics,High School,5.1,"Data Engineer, Frontend Developer",CompTIA,DevOps,Full Stack Developer,Junior,Energy,0.0,0,0.0
"NLP, Python, C++",Master's,4.8,"Data Engineer, Business Analyst",CompTIA,"Machine Learning, Deep Learning, Kubernetes",QA Engineer,Manager,Manufacturing,0.0,0,0.0
R,Master's,11.6,"Software Engineer, Business Analyst",Google Cloud,"Machine Learning, Statistics, C++, Computer Vision",Software Engineer,Mid,Finance,0.0,0,0.0
"R, Project Management, C++, Machine Learning",Associate's,11.7,Backend Developer,PMP,SQL,DevOps Engineer,Manager,Transportation,0.0,1,6.6
"AWS, Tableau, Project Management, Statistics, NLP",Master's,10.9,Data Scientist,CISSP,Deep Learning,Software Engineer,Manager,Consulting,0.0,0,0.0
"Azure, Tableau, Docker, Power BI",Bachelor's,13.5,"Project Manager, QA Engineer",None,"Python, Cloud Computing, Excel",Project Manager,Lead,Retail,0.0,0,0.0
"DevOps, Cloud Computing, Python, JavaScript",PhD,7.4,DevOps Engineer,AWS Certified,"Data Analysis, Java, Kubernetes",Machine Learning Engineer,Director,Education,0.0,0,0.0
"Machine Learning, Power BI, Docker, Python",High School,11.8,UX Designer,Google Cloud,"Python, R",DevOps Engineer,Junior,Retail,0.5,1,7.7
GCP,Master's,0.2,"Project Manager, Product Manager, Data Scientist",PMP,"JavaScript, Statistics",Frontend Developer,Director,Consulting,0.0,0,0.0
"C++, Statistics, SQL, DevOps, Python",Master's,14.8,"Data Engineer, Full Stack Developer",CISSP,"Azure, Deep Learning, R",Frontend Developer,Junior,Healthcare,0.0,0,0.0
"Java, Tableau, AWS",Master's,13.8,"Machine Learning Engineer, UX Designer",CISSP,"R, Data Analysis",QA Engineer,Manager,Government,0.0,1,4.2
"Statistics, Python, SQL, Cloud Computing",Master's,12.6,"Project Manager, Frontend Developer",Google Cloud,"AWS, Excel",Cloud Architect,Director,Retail,0.0,1,6.2
JavaScript,PhD,8.8,Project Manager,Microsoft Certified,Tableau,Project Manager,Senior,Transportation,0.0,1,5.0
"Machine Learning, Kubernetes, NLP, Tableau",PhD,8.2,Cloud Architect,Microsoft Certified,Data Analysis,Data Engineer,Mid,Retail,0.0,0,0.0
"JavaScript, Excel",Associate's,2.3,"Product Manager, Business Analyst",CompTIA,Data Analysis,Data Scientist,Lead,Tech,0.0,0,0.0
Excel,Bachelor's,0.8,Backend Developer,PMP,R,Backend Developer,Mid,Tech,0.0,0,0.0
"Azure, Project Management",Master's,3.8,"QA Engineer, Data Engineer, Full Stack Developer",Scrum Master,"Computer Vision, Machine Learning, Kubernetes, JavaScript",Product Manager,Director,Education,0.0,0,0.0
"R, Docker, Azure",Associate's,2.3,"QA Engineer, Business Analyst, Data Scientist",Scrum Master,"R, Statistics",DevOps Engineer,Mid,Government,0.5,0,0.0
"Machine Learning, Kubernetes, Statistics, SQL, JavaScript",Bachelor's,8.4,Data Engineer,None,Deep Learning,Software Engineer,Director,Tech,0.0,0,0.0
"Statistics, Java, Azure, AWS, Python",PhD,5.0,"Full Stack Developer, Project Manager",None,"Computer Vision, Power BI, Kubernetes, Java",Product Manager,Director,Manufacturing,0.25,1,4.3
C++,Master's,5.8,Machine Learning Engineer,AWS Certified,"Excel, Kubernetes, Machine Learning, DevOps",Machine Learning Engineer,Junior,Government,0.0,1,4.2
Machine Learning,PhD,0.4,"Project Manager, Full Stack Developer, Frontend Developer",Cisco Certified,"DevOps, GCP, Deep Learning, NLP",Business Analyst,Director,Retail,0.0,0,0.0
"DevOps, Cloud Computing, R",Master's,8.2,"UX Designer, Full Stack Developer",Scrum Master,"Docker, Python, Data Analysis, Statistics",UX Designer,Junior,Tech,0.0,1,5.7
Data Analysis,PhD,9.8,"UX Designer, Data Engineer, Machine Learning Engineer",CISSP,"Excel, Machine Learning, Deep Learning",Frontend Developer,Junior,Finance,0.0,1,6.0
"NLP, C++, Statistics, JavaScript",Associate's,5.0,"Full Stack Developer, DevOps Engineer, UX Designer",PMP,NLP,UX Designer,Mid,Consulting,1.0,1,5.7
Project Management,Associate's,2.0,Product Manager,AWS Certified,GCP,QA Engineer,Junior,Consulting,0.0,0,0.0
"R, Tableau, Power BI, Java, NLP",PhD,10.6,"QA Engineer, Cloud Architect, Product Manager",PMP,"NLP, Computer Vision",Business Analyst,Senior,Tech,0.5,1,7.1
"Java, DevOps, Machine Learning",PhD,1.9,"UX Designer, Data Engineer, Full Stack Developer",PMP,NLP,Business Analyst,Junior,Government,0.0,0,0.0
"Kubernetes, Computer Vision",High School,12.3,"Data Scientist, Software Engineer",CompTIA,"GCP, DevOps, R, Machine Learning",UX Designer,Junior,Consulting,0.0,0,0.0
Machine Learning,Master's,8.2,"Data Engineer, Product Manager",None,"C++, AWS, Azure",Data Engineer,Junior,Healthcare,0.0,0,0.0
"C++, Project Management, Tableau, Java, DevOps",High School,3.6,UX Designer,Scrum Master,"Machine Learning, Statistics, DevOps",Product Manager,Mid,Government,0.3333333333333333,1,7.4
Cloud Computing,PhD,13.5,"Machine Learning Engineer, QA Engineer, Data Engineer",Scrum Master,"Deep Learning, DevOps, Docker, Computer Vision",Data Scientist,Mid,Transportation,0.0,0,0.0
"Computer Vision, DevOps",Associate's,2.1,Full Stack Developer,CompTIA,"Statistics, DevOps",Data Engineer,Manager,Education,0.5,0,0.0
"Python, Project Management, Machine Learning, Data Analysis, Azure",Master's,9.0,QA Engineer,None,"Machine Learning, AWS",Cloud Architect,Senior,Government,0.5,1,8.9
"Statistics, SQL, Excel, Deep Learning, Computer Vision",Associate's,9.3,Machine Learning Engineer,CompTIA,"NLP, AWS, SQL",DevOps Engineer,Director,Finance,0.3333333333333333,1,6.4
"Azure, Java, Power BI",PhD,0.6,"Machine Learning Engineer, UX Designer, QA Engineer",CompTIA,SQL,DevOps Engineer,Mid,Government,0.0,0,0.0
"JavaScript, Power BI, Cloud Computing",High School,9.1,"Cloud Architect, QA Engineer, Software Engineer",Google Cloud,"Kubernetes, Tableau, Excel, Python",Machine Learning Engineer,Mid,Government,0.0,0,0.0
Tableau,Master's,10.4,"DevOps Engineer, Data Engineer, Machine Learning Engineer",PMP,"DevOps, NLP, Cloud Computing",Business Analyst,Senior,Finance,0.0,1,7.9
"Excel, Python, Power BI",High School,13.7,"Cloud Architect, UX Designer, Project Manager",CompTIA,"Java, Machine Learning, Deep Learning",Full Stack Developer,Senior,Government,0.0,0,0.0
"Java, SQL, Docker, Python",Master's,10.6,Product Manager,Cisco Certified,"Statistics, Data Analysis, NLP, Power BI",Data Scientist,Manager,Consulting,0.0,0,0.0
"SQL, Python, Deep Learning, Kubernetes",Associate's,7.3,"Frontend Developer, Full Stack Developer, QA Engineer",CompTIA,NLP,UX Designer,Director,Government,0.0,0,0.0
"GCP, Azure, Computer Vision",Bachelor's,12.8,"Data Engineer, QA Engineer, Product Manager",Scrum Master,"Computer Vision, Python, Docker, Tableau",Software Engineer,Senior,Transportation,0.25,1,5.3
"JavaScript, Python, AWS",Master's,5.3,"Machine Learning Engineer, Cloud Architect, Data Scientist",Google Cloud,"Deep Learning, Azure, Data Analysis, Tableau",Cloud Architect,Junior,Consulting,0.0,1,6.7
"DevOps, Tableau, SQL, Power BI",PhD,12.8,"UX Designer, Machine Learning Engineer, Full Stack Developer",Microsoft Certified,"GCP, Python, JavaScript, Tableau",Backend Developer,Director,Healthcare,0.25,1,6.3
Docker,Master's,12.7,"Product Manager, Data Scientist, QA Engineer",CISSP,Computer Vision,Business Analyst,Manager,Finance,0.0,0,0.0
"Machine Learning, R, C++",PhD,9.1,"Product Manager, Full Stack Developer, QA Engineer",None,"Computer Vision, Data Analysis, AWS",Backend Developer,Mid,Healthcare,0.0,1,7.4
"Data Analysis, C++, JavaScript, SQL, Machine Learning",Bachelor's,5.2,"Cloud Architect, Backend Developer",None,"Project Management, Cloud Computing, Statistics, Machine Learning",Full Stack Developer,Senior,Transportation,0.25,1,4.0
"Python, SQL, DevOps",Bachelor's,8.9,"Data Engineer, Project Manager",Google Cloud,"Python, Power BI",Software Engineer,Mid,Government,0.5,1,5.4
"GCP, R, Computer Vision, Cloud Computing",Associate's,13.6,"Full Stack Developer, Data Scientist",Google Cloud,"Data Analysis, Python",Cloud Architect,Lead,Manufacturing,0.0,0,0.0
"AWS, Docker, Deep Learning, Python, Project Management",Associate's,9.5,"Cloud Architect, Data Engineer, Frontend Developer",Microsoft Certified,"Statistics, Data Analysis",Business Analyst,Lead,Manufacturing,0.0,1,4.0
"Tableau, R, Computer Vision",Bachelor's,12.6,"Software Engineer, Full Stack Developer, Data Scientist",AWS Certified,"Tableau, Python, JavaScript, GCP",Cloud Architect,Junior,Retail,0.25,0,0.0
"Computer Vision, Kubernetes, DevOps",Master's,5.2,"Frontend Developer, Software Engineer, Data Engineer",PMP,"C++, R",Data Engineer,Lead,Consulting,0.0,0,0.0
"Computer Vision, Python, Excel",Master's,4.4,Data Engineer,Microsoft Certified,"Computer Vision, JavaScript, Docker",Cloud Architect,Director,Tech,0.3333333333333333,0,0.0
"NLP, Data Analysis, Python, Statistics",Associate's,3.8,"QA Engineer, Frontend Developer, DevOps Engineer",Cisco Certified,"Azure, Power BI",Software Engineer,Lead,Education,0.0,0,0.0
"Java, AWS, Kubernetes, Excel",Master's,7.4,Cloud Architect,CompTIA,"NLP, C++, Kubernetes",Data Engineer,Junior,Tech,0.3333333333333333,1,6.1
Power BI,Master's,6.5,Full Stack Developer,CISSP,"SQL, NLP, Docker, Tableau",Business Analyst,Manager,Retail,0.0,0,0.0
"Docker, C++, R, Tableau, Power BI",Master's,12.8,Backend Developer,CompTIA,"Java, DevOps",Business Analyst,Junior,Transportation,0.0,0,0.0
SQL,Master's,1.7,"Business Analyst, Backend Developer",PMP,"Azure, Docker, Tableau",Business Analyst,Senior,Education,0.0,0,0.0
"Excel, GCP, Statistics",PhD,8.3,"DevOps Engineer, Backend Developer",Cisco Certified,Machine Learning,QA Engineer,Senior,Healthcare,0.0,0,0.0
"Power BI, Project Management, Cloud Computing",Associate's,6.1,Frontend Developer,PMP,"Cloud Computing, JavaScript, GCP, AWS",Software Engineer,Mid,Tech,0.25,0,0.0
"Java, Statistics",Bachelor's,14.1,QA Engineer,Cisco Certified,Statistics,DevOps Engineer,Director,Finance,1.0,1,9.6
"DevOps, Power BI, Docker",Bachelor's,11.8,"Business Analyst, DevOps Engineer, UX Designer",Google Cloud,"Project Management, Statistics, Data Analysis",Software Engineer,Lead,Healthcare,0.0,1,4.2
"Machine Learning, Computer Vision, Cloud Computing, R",PhD,6.5,"QA Engineer, Frontend Developer, Data Engineer",CISSP,"Power BI, JavaScript, Excel, Deep Learning",UX Designer,Manager,Healthcare,0.0,1,6.6
"R, Python, Data Analysis, DevOps, Machine Learning",Associate's,9.6,Backend Developer,Microsoft Certified,"C++, Kubernetes, Statistics",Machine Learning Engineer,Manager,Consulting,0.0,1,4.5
"AWS, Docker, Machine Learning",PhD,11.2,"Cloud Architect, Project Manager, Frontend Developer",AWS Certified,"Project Management, AWS, Deep Learning, Machine Learning",Business Analyst,Junior,Finance,0.5,1,7.9
"R, GCP, Kubernetes",Associate's,1.1,"Product Manager, Project Manager",None,NLP,Cloud Architect,Director,Government,0.0,0,0.0
"Power BI, Tableau, Deep Learning",PhD,10.1,"Backend Developer, Frontend Developer, Project Manager",Scrum Master,"Java, DevOps",Software Engineer,Senior,Retail,0.0,1,5.2
